Reporting year,Remoteness Area,Sex,Potentially preventable hospitalisation (PPH) category,Potentially preventable hospitalisation (PPH) condition,Population,"PPH per 100,000 people (age-standardised)","PPH per 100,000 people (crude)",Number of PPH,Number of same day PPH,Percentage of PPH that are same day (%),Total PPH bed days,Average length of stay (days)
2017–18,Inner Regional,Females,Acute PPH,Convulsions and epilepsy,2217018,158,155,"3,436",980,28.5,"9,478",2.8
2017–18,Inner Regional,Persons,Acute PPH,Dental conditions,4390602,343,339,"14,890","12,883",86.5,"17,616",1.2
2017–18,Inner Regional,Males,Acute PPH,Dental conditions,2173584,325,323,"7,030","6,055",86.1,"8,512",1.2
2017–18,Inner Regional,Females,Acute PPH,Dental conditions,2217018,360,354,"7,859","6,827",86.9,"9,103",1.2
2017–18,Inner Regional,Males,Acute PPH,"Ear, nose and throat infections",2173584,194,185,"4,029","1,699",42.2,"5,989",1.5
2017–18,Inner Regional,Females,Acute PPH,"Ear, nose and throat infections",2217018,220,202,"4,470","1,749",39.1,"7,321",1.6
2017–18,Inner Regional,Persons,Acute PPH,"Ear, nose and throat infections",4390602,206,194,"8,498","3,448",40.6,"13,310",1.6
2017–18,Inner Regional,Males,Acute PPH,Eclampsia,2173584,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Females,Acute PPH,Eclampsia,2217018,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Persons,Acute PPH,Eclampsia,4390602,1,0,21,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Persons,Acute PPH,Epilepsy,4390602,93,89,"3,917","1,071",27.3,"11,816",3.0
2017–18,Inner Regional,Females,Acute PPH,Epilepsy,2217018,83,80,"1,772",456,25.7,"5,599",3.2
2017–18,Inner Regional,Males,Acute PPH,Epilepsy,2173584,102,99,"2,145",615,28.7,"6,217",2.9
2017–18,Inner Regional,Females,Acute PPH,Gangrene,2217018,42,53,"1,179",117,10.0,"14,831",12.6
2017–18,Inner Regional,Males,Acute PPH,Gangrene,2173584,68,80,"1,746",285,16.3,"20,342",11.7
2017–18,Inner Regional,Persons,Acute PPH,Gangrene,4390602,55,67,"2,924",402,13.8,"35,172",12.0
2017–18,Inner Regional,Males,Acute PPH,Pelvic inflammatory disease,2173584,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Females,Acute PPH,Pelvic inflammatory disease,2217018,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Persons,Acute PPH,Pelvic inflammatory disease,4390602,21,18,773,292,37.8,"1,817",2.3
2017–18,Inner Regional,Females,Acute PPH,Perforated/bleeding ulcer,2217018,16,22,489,47,9.7,"3,356",6.9
2017–18,Inner Regional,Males,Acute PPH,Perforated/bleeding ulcer,2173584,25,32,686,76,11.1,"3,973",5.8
2017–18,Inner Regional,Persons,Acute PPH,Perforated/bleeding ulcer,4390602,20,27,"1,175",124,10.5,"7,329",6.2
2017–18,Inner Regional,Males,Acute PPH,Pneumonia (not vaccine-preventable),2173584,10,11,244,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Females,Acute PPH,Pneumonia (not vaccine-preventable),2217018,7,8,175,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Persons,Acute PPH,Pneumonia (not vaccine-preventable),4390602,8,10,419,9,2.1,"3,886",9.3
2017–18,Inner Regional,Females,Acute PPH,Total acute,2217018,"1,455","1,553","34,425","13,217",38.4,"108,574",3.2
2017–18,Inner Regional,Persons,Acute PPH,Total acute,4390602,"1,380","1,479","64,918","24,649",38.0,"212,329",3.3
2017–18,Inner Regional,Males,Acute PPH,Total acute,2173584,"1,310","1,403","30,492","11,431",37.5,"103,755",3.4
2017–18,Inner Regional,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",4390602,280,335,"14,718","3,518",23.9,"52,584",3.6
2017–18,Inner Regional,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",2217018,383,446,"9,888","2,475",25.0,"33,511",3.4
2017–18,Inner Regional,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",2173584,177,222,"4,830","1,043",21.6,"19,073",3.9
2017–18,Inner Regional,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,2217018,"1,706","1,869","41,438","14,371",34.7,"151,003",3.6
2017–18,Inner Regional,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,2173584,"1,569","1,715","37,283","12,516",33.6,"149,002",4.0
2017–18,Inner Regional,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,4390602,"1,635","1,793","78,722","26,887",34.2,"300,006",3.8
2017–18,Inner Regional,Males,Chronic PPH,Angina,2173584,154,208,"4,511","1,739",38.6,"9,053",2.0
2017–18,Inner Regional,Females,Chronic PPH,Angina,2217018,91,130,"2,874","1,084",37.7,"5,861",2.0
2017–18,Inner Regional,Persons,Chronic PPH,Angina,4390602,121,168,"7,385","2,823",38.2,"14,914",2.0
2017–18,Inner Regional,Females,Chronic PPH,Asthma,2217018,170,169,"3,757","1,312",34.9,"8,696",2.3
2017–18,Inner Regional,Males,Chronic PPH,Asthma,2173584,112,113,"2,446","1,044",42.7,"4,124",1.7
2017–18,Inner Regional,Persons,Chronic PPH,Asthma,4390602,142,141,"6,203","2,356",38.0,"12,820",2.1
2017–18,Inner Regional,Males,Chronic PPH,Bronchiectasis,2173584,17,22,486,135,27.8,"2,900",6.0
2017–18,Inner Regional,Females,Chronic PPH,Bronchiectasis,2217018,34,49,"1,078",283,26.2,"6,609",6.1
2017–18,Inner Regional,Persons,Chronic PPH,Bronchiectasis,4390602,26,36,"1,563",418,26.7,"9,509",6.1
2017–18,Inner Regional,Males,Chronic PPH,COPD,2173584,314,437,"9,492","1,173",12.4,"45,133",4.8
2017–18,Inner Regional,Females,Chronic PPH,COPD,2217018,284,422,"9,356",947,10.1,"47,932",5.1
2017–18,Inner Regional,Persons,Chronic PPH,COPD,4390602,296,429,"18,848","2,120",11.2,"93,065",4.9
2017–18,Inner Regional,Persons,Chronic PPH,Congestive cardiac failure,4390602,199,295,"12,974","1,080",8.3,"82,445",6.4
2017–18,Inner Regional,Females,Chronic PPH,Congestive cardiac failure,2217018,161,264,"5,859",487,8.3,"38,593",6.6
2017–18,Inner Regional,Males,Chronic PPH,Congestive cardiac failure,2173584,242,327,"7,115",594,8.3,"43,852",6.2
2017–18,Inner Regional,Males,Chronic PPH,Diabetes complications,2173584,261,311,"6,766","1,967",29.1,"37,601",5.6
2017–18,Inner Regional,Persons,Chronic PPH,Diabetes complications,4390602,211,247,"10,826","2,870",26.5,"58,409",5.4
2017–18,Inner Regional,Females,Chronic PPH,Diabetes complications,2217018,164,183,"4,060",903,22.3,"20,808",5.1
2017–18,Inner Regional,Persons,Chronic PPH,Hypertension,4390602,37,50,"2,177",540,24.8,"5,975",2.7
2017–18,Inner Regional,Males,Chronic PPH,Hypertension,2173584,27,34,731,203,27.8,"1,766",2.4
2017–18,Inner Regional,Females,Chronic PPH,Hypertension,2217018,45,65,"1,446",337,23.3,"4,209",2.9
2017–18,Inner Regional,Females,Chronic PPH,Iron deficiency anaemia,2217018,368,414,"9,183","8,008",87.2,"12,114",1.3
2017–18,Inner Regional,Males,Chronic PPH,Iron deficiency anaemia,2173584,160,206,"4,485","3,695",82.4,"6,268",1.4
2017–18,Inner Regional,Persons,Chronic PPH,Iron deficiency anaemia,4390602,265,311,"13,667","11,703",85.6,"18,382",1.3
2017–18,Inner Regional,Males,Chronic PPH,Nutritional deficiencies,2173584,3,4,78,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Females,Chronic PPH,Nutritional deficiencies,2217018,3,4,82,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Persons,Chronic PPH,Nutritional deficiencies,4390602,3,4,159,n.p,n.p,n.p,n.p
2017–18,Inner Regional,Males,Chronic PPH,Rheumatic heart disease,2173584,13,17,372,107,28.7,"2,852",7.7
2017–18,Inner Regional,Females,Chronic PPH,Rheumatic heart disease,2217018,14,20,439,156,35.5,"2,853",6.5
2017–18,Inner Regional,Persons,Chronic PPH,Rheumatic heart disease,4390602,13,18,810,263,32.4,"5,706",7.0
2017–18,Inner Regional,Persons,Chronic PPH,Total chronic,4390602,"1,312","1,699","74,613","24,175",32.4,"303,150",4.1
2017–18,Inner Regional,Males,Chronic PPH,Total chronic,2173584,"1,302","1,678","36,480","10,658",29.2,"154,353",4.2
2017–18,Inner Regional,Females,Chronic PPH,Total chronic,2217018,"1,334","1,720","38,132","13,517",35.4,"148,797",3.9
2017–18,Inner Regional,Persons,Chronic PPH,Type 1 diabetes complications,4390602,89,83,"3,624",949,26.2,"12,829",3.5
2017–18,Inner Regional,Males,Chronic PPH,Type 1 diabetes complications,2173584,87,81,"1,767",463,26.2,"6,111",3.5
2017–18,Inner Regional,Females,Chronic PPH,Type 1 diabetes complications,2217018,92,84,"1,857",485,26.1,"6,718",3.6
2017–18,Inner Regional,Persons,Chronic PPH,Type 2 diabetes complications,4390602,119,161,"7,077","1,899",26.8,"45,059",6.4
2017–18,Inner Regional,Females,Chronic PPH,Type 2 diabetes complications,2217018,70,97,"2,150",404,18.8,"13,867",6.4
2017–18,Inner Regional,Males,Chronic PPH,Type 2 diabetes complications,2173584,171,227,"4,927","1,495",30.3,"31,192",6.3
2017–18,Inner Regional,Females,Total PPH,Total potentially preventable,2217018,"3,014","3,554","78,783","27,863",35.4,"294,314",3.7
2017–18,Inner Regional,Persons,Total PPH,Total potentially preventable,4390602,"2,920","3,456","151,760","51,006",33.6,"591,819",3.9
2017–18,Inner Regional,Males,Total PPH,Total potentially preventable,2173584,"2,843","3,357","72,976","23,142",31.7,"297,504",4.1
2017–18,Inner Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions,2173584,68,80,"1,744",718,41.2,"8,536",4.9
2017–18,Inner Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions,4390602,63,74,"3,263","1,474",45.2,"14,508",4.4
2017–18,Inner Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions,2217018,57,69,"1,520",756,49.8,"5,972",3.9
2017–18,Inner Regional,Males,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),2173584,14,15,328,24,7.3,"2,296",7.0
2017–18,Inner Regional,Persons,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),4390602,14,15,645,48,7.4,"4,419",6.8
2017–18,Inner Regional,Females,Vaccine preventable PPH,Other vaccine-preventable conditions (excluding Hepatitis B),2217018,13,14,317,24,7.5,"2,124",6.7
2017–18,Inner Regional,Persons,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),4390602,199,248,"10,888",775,7.1,"76,690",7.0
2017–18,Inner Regional,Females,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),2217018,200,255,"5,661",405,7.1,"38,094",6.7
2017–18,Inner Regional,Males,Vaccine preventable PPH,Pneumonia and influenza (vaccine-preventable),2173584,198,241,"5,227",371,7.1,"38,595",7.4
2017–18,Inner Regional,Males,Vaccine preventable PPH,Total vaccine preventable,2173584,265,319,"6,944","1,088",15.7,"46,878",6.8
2017–18,Inner Regional,Persons,Vaccine preventable PPH,Total vaccine preventable,4390602,260,321,"14,109","2,249",15.9,"90,736",6.4
2017–18,Inner Regional,Females,Vaccine preventable PPH,Total vaccine preventable,2217018,257,323,"7,165","1,161",16.2,"43,858",6.1
2017–18,Major cities,Males,Acute PPH,Cellulitis,8735731,261,263,"23,014","3,874",16.8,"88,015",3.8
2017–18,Major cities,Females,Acute PPH,Cellulitis,8930703,188,211,"18,875","3,026",16.0,"82,422",4.4
2017–18,Major cities,Persons,Acute PPH,Cellulitis,17666434,224,237,"41,890","6,900",16.5,"170,440",4.1
2017–18,Major cities,Males,Acute PPH,Convulsions,8735731,81,82,"7,131","2,609",36.6,"16,613",2.3
2017–18,Major cities,Persons,Acute PPH,Convulsions,17666434,72,72,"12,801","4,572",35.7,"30,678",2.4
2017–18,Major cities,Females,Acute PPH,Convulsions,8930703,62,63,"5,667","1,960",34.6,"14,062",2.5
2017–18,Major cities,Females,Acute PPH,Convulsions and epilepsy,8930703,129,129,"11,544","3,732",32.3,"32,425",2.8
2017–18,Major cities,Males,Acute PPH,Convulsions and epilepsy,8735731,161,160,"14,005","4,774",34.1,"38,954",2.8
2017–18,Major cities,Persons,Acute PPH,Convulsions and epilepsy,17666434,144,145,"25,552","8,508",33.3,"71,382",2.8
2017–18,Major cities,Females,Acute PPH,Dental conditions,8930703,283,279,"24,901","21,888",87.9,"29,193",1.2
2017–18,Major cities,Males,Acute PPH,Dental conditions,8735731,269,267,"23,314","20,235",86.8,"28,325",1.2
2017–18,Major cities,Persons,Acute PPH,Dental conditions,17666434,276,273,"48,215","42,123",87.4,"57,518",1.2
2017–18,Major cities,Males,Acute PPH,"Ear, nose and throat infections",8735731,173,175,"15,256","7,341",48.1,"22,277",1.5
2017–18,Major cities,Persons,Acute PPH,"Ear, nose and throat infections",17666434,179,178,"31,417","15,086",48.0,"46,772",1.5
2017–18,Major cities,Females,Acute PPH,"Ear, nose and throat infections",8930703,184,181,"16,161","7,745",47.9,"24,495",1.5
2017–18,Major cities,Persons,Acute PPH,Eclampsia,17666434,0,0,56,8,14.4,187,3.4
2017–18,Major cities,Females,Acute PPH,Eclampsia,8930703,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Major cities,Males,Acute PPH,Eclampsia,8735731,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Major cities,Persons,Acute PPH,Epilepsy,17666434,73,72,"12,751","3,937",30.9,"40,704",3.2
2017–18,Major cities,Females,Acute PPH,Epilepsy,8930703,67,66,"5,877","1,772",30.1,"18,363",3.1
2017–18,Major cities,Males,Acute PPH,Epilepsy,8735731,79,79,"6,874","2,165",31.5,"22,341",3.3
2017–18,Major cities,Males,Acute PPH,Gangrene,8735731,53,54,"4,737",523,11.0,"61,855",13.1
2017–18,Major cities,Persons,Acute PPH,Gangrene,17666434,44,47,"8,356",893,10.7,"109,931",13.2
2017–18,Major cities,Females,Acute PPH,Gangrene,8930703,36,41,"3,618",370,10.2,"48,075",13.3
2017–18,Major cities,Females,Acute PPH,Pelvic inflammatory disease,8930703,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Major cities,Persons,Acute PPH,Pelvic inflammatory disease,17666434,17,17,"3,068","1,080",35.2,"6,879",2.2
2017–18,Major cities,Males,Acute PPH,Pelvic inflammatory disease,8735731,n.p,n.p,n.p,n.p,n.p,n.p,n.p
2017–18,Major cities,Persons,Acute PPH,Perforated/bleeding ulcer,17666434,21,23,"4,027",334,8.3,"25,879",6.4
2017–18,Major cities,Males,Acute PPH,Perforated/bleeding ulcer,8735731,27,27,"2,347",186,7.9,"14,434",6.2
2017–18,Major cities,Females,Acute PPH,Perforated/bleeding ulcer,8930703,16,19,"1,680",148,8.8,"11,445",6.8
2017–18,Major cities,Females,Acute PPH,Pneumonia (not vaccine-preventable),8930703,8,8,734,35,4.7,"6,186",8.4
2017–18,Major cities,Males,Acute PPH,Pneumonia (not vaccine-preventable),8735731,9,9,804,30,3.7,"6,828",8.5
2017–18,Major cities,Persons,Acute PPH,Pneumonia (not vaccine-preventable),17666434,9,9,"1,537",65,4.2,"13,014",8.5
2017–18,Major cities,Males,Acute PPH,Total acute,8735731,"1,134","1,141","99,633","40,731",40.9,"326,249",3.3
2017–18,Major cities,Persons,Acute PPH,Total acute,17666434,"1,185","1,222","215,895","89,340",41.4,"689,631",3.2
2017–18,Major cities,Females,Acute PPH,Total acute,8930703,"1,235","1,302","116,257","48,607",41.8,"363,376",3.1
2017–18,Major cities,Males,Acute PPH,"Urinary tract infections, including pyelonephritis",8735731,184,187,"16,321","3,784",23.2,"66,829",4.1
2017–18,Major cities,Persons,Acute PPH,"Urinary tract infections, including pyelonephritis",17666434,272,295,"52,079","14,375",27.6,"190,245",3.7
2017–18,Major cities,Females,Acute PPH,"Urinary tract infections, including pyelonephritis",8930703,358,400,"35,758","10,591",29.6,"123,416",3.5
2017–18,Major cities,Males,Acute and vaccine preventable PPH,Total acute and vaccine preventable,8735731,"1,455","1,467","128,120","45,491",35.5,"528,127",4.1
2017–18,Major cities,Persons,Acute and vaccine preventable PPH,Total acute and vaccine preventable,17666434,"1,492","1,553","274,354","99,273",36.2,1088147,4.0
2017–18,Major cities,Females,Acute and vaccine preventable PPH,Total acute and vaccine preventable,8930703,"1,533","1,637","146,229","53,780",36.8,"560,014",3.8
2017–18,Major cities,Persons,Chronic PPH,Angina,17666434,100,109,"19,306","7,869",40.8,"38,456",2.0
2017–18,Major cities,Males,Chronic PPH,Angina,8735731,131,135,"11,771","4,890",41.5,"22,949",1.9
2017–18,Major cities,Females,Chronic PPH,Angina,8930703,72,84,"7,535","2,979",39.5,"15,508",2.1
2017–18,Major cities,Males,Chronic PPH,Asthma,8735731,109,107,"9,313","3,756",40.3,"15,798",1.7
2017–18,Major cities,Females,Chronic PPH,Asthma,8930703,149,151,"13,446","4,665",34.7,"32,293",2.4
2017–18,Major cities,Persons,Chronic PPH,Asthma,17666434,131,129,"22,760","8,421",37.0,"48,092",2.1
2017–18,Major cities,Males,Chronic PPH,Bronchiectasis,8735731,18,18,"1,570",266,16.9,"11,040",7.0
2017–18,Major cities,Females,Chronic PPH,Bronchiectasis,8930703,34,40,"3,564",690,19.4,"22,630",6.3
2017–18,Major cities,Persons,Chronic PPH,Bronchiectasis,17666434,27,29,"5,134",955,18.6,"33,670",6.6
2017–18,Major cities,Persons,Chronic PPH,COPD,17666434,234,260,"45,886","5,281",11.5,"242,145",5.3
2017–18,Major cities,Males,Chronic PPH,COPD,8735731,253,259,"22,585","2,712",12.0,"116,145",5.1
2017–18,Major cities,Females,Chronic PPH,COPD,8930703,220,261,"23,301","2,569",11.0,"126,000",5.4
2017–18,Major cities,Females,Chronic PPH,Congestive cardiac failure,8930703,168,227,"20,294","1,804",8.9,"141,876",7.0
2017–18,Major cities,Males,Chronic PPH,Congestive cardiac failure,8735731,243,248,"21,645","2,123",9.8,"143,545",6.6
2017–18,Major cities,Persons,Chronic PPH,Congestive cardiac failure,17666434,202,237,"41,939","3,927",9.4,"285,420",6.8
2017–18,Major cities,Persons,Chronic PPH,Diabetes complications,17666434,172,182,"32,092","9,529",29.7,"176,216",5.5
2017–18,Major cities,Males,Chronic PPH,Diabetes complications,8735731,215,220,"19,184","5,706",29.7,"114,148",6.0
2017–18,Major cities,Females,Chronic PPH,Diabetes complications,8930703,134,145,"12,908","3,823",29.6,"62,068",4.8
2017–18,Major cities,Males,Chronic PPH,Hypertension,8735731,28,29,"2,491",842,33.8,"5,849",2.3
2017–18,Major cities,Females,Chronic PPH,Hypertension,8930703,47,57,"5,052","1,707",33.8,"12,757",2.5
2017–18,Major cities,Persons,Chronic PPH,Hypertension,17666434,39,43,"7,543","2,549",33.8,"18,605",2.5
2017–18,Major cities,Males,Chronic PPH,Iron deficiency anaemia,8735731,159,161,"14,099","11,109",78.8,"21,632",1.5
2017–18,Major cities,Persons,Chronic PPH,Iron deficiency anaemia,17666434,238,251,"44,287","36,922",83.4,"62,001",1.4
2017–18,Major cities,Females,Chronic PPH,Iron deficiency anaemia,8930703,317,338,"30,187","25,812",85.5,"40,368",1.3
2017–18,Major cities,Males,Chronic PPH,Nutritional deficiencies,8735731,3,3,257,11,4.2,"3,280",12.8
2017–18,Major cities,Persons,Chronic PPH,Nutritional deficiencies,17666434,3,3,570,47,8.2,"7,133",12.5
2017–18,Major cities,Females,Chronic PPH,Nutritional deficiencies,8930703,3,4,313,36,11.5,"3,853",12.3
2017–18,Major cities,Males,Chronic PPH,Rheumatic heart disease,8735731,14,14,"1,204",444,36.9,"9,137",7.6
2017–18,Major cities,Persons,Chronic PPH,Rheumatic heart disease,17666434,13,14,"2,514",923,36.7,"19,405",7.7
2017–18,Major cities,Females,Chronic PPH,Rheumatic heart disease,8930703,13,15,"1,310",479,36.6,"10,267",7.8
2017–18,Major cities,Persons,Chronic PPH,Total chronic,17666434,"1,158","1,257","222,025","76,423",34.4,"931,083",4.2
2017–18,Major cities,Males,Chronic PPH,Total chronic,8735731,"1,174","1,192","104,116","31,860",30.6,"463,507",4.5
2017–18,Major cities,Females,Chronic PPH,Total chronic,8930703,"1,159","1,320","117,907","44,562",37.8,"467,573",4.0
2017–18,Major cities,Males,Chronic PPH,Type 1 diabetes complications,8735731,57,56,"4,922","1,398",28.4,"17,859",3.6
2017–18,Major cities,Persons,Chronic PPH,Type 1 diabetes complications,17666434,56,55,"9,771","2,743",28.1,"33,680",3.4
2017–18,Major cities,Females,Chronic PPH,Type 1 diabetes complications,8930703,55,54,"4,849","1,345",27.7,"15,820",3.3
2017–18,Major cities,Persons,Chronic PPH,Type 2 diabetes complications,17666434,113,124,"21,819","6,651",30.5,"140,114",6.4
2017–18,Major cities,Males,Chronic PPH,Type 2 diabetes complications,8735731,155,160,"13,939","4,215",30.2,"94,735",6.8
2017–18,Major cities,Females,Chronic PPH,Type 2 diabetes complications,8930703,77,88,"7,880","2,435",30.9,"45,379",5.8
2017–18,Major cities,Persons,Total PPH,Total potentially preventable,17666434,"2,621","2,777","490,651","175,353",35.7,1975517,4.0
2017–18,Major cities,Females,Total PPH,Total potentially preventable,8930703,"2,663","2,925","261,191","98,183",37.6,1005593,3.9
2017–18,Major cities,Males,Total PPH,Total potentially preventable,8735731,"2,597","2,627","229,453","77,167",33.6,"969,915",4.2
